customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,tech_support,online_security,senior_citizen,partner,paperless_billing,churn
C3619,57,66.07,3777.77,Month-to-month,Fiber optic,Credit card,3,Yes,No,0,Yes,Yes,Yes
C3930,47,56.39,2734.09,Two year,DSL,Electronic check,2,No,No,0,Yes,Yes,No
C1062,22,57.82,1195.51,One year,DSL,Mailed check,1,No,No,0,No,Yes,No
C2501,2,57.81,196.7,One year,Fiber optic,Bank transfer,0,Yes,No,1,Yes,No,No
C2942,38,60.62,2244.84,Month-to-month,DSL,Bank transfer,1,No,No,0,No,No,No
C3178,21,16.8,323.54,Month-to-month,No,Credit card,1,Yes,No,1,No,Yes,No
C2506,57,77.2,4351.58,Two year,DSL,Bank transfer,0,No,Yes,0,Yes,Yes,No
C3491,28,41.76,1118.36,One year,Fiber optic,Bank transfer,1,Yes,No,1,Yes,Yes,No
C3928,20,59.41,1211.74,Two year,DSL,Credit card,2,No,No,0,No,No,No
C2937,43,79.7,3375.66,One year,Fiber optic,Bank transfer,0,No,No,0,Yes,Yes,No
C1615,55,87.99,4790.8,One year,DSL,Mailed check,2,No,Yes,0,Yes,Yes,No
C2349,70,57.48,3957.23,Month-to-month,Fiber optic,Mailed check,2,Yes,No,0,No,Yes,Yes
C2167,62,99.76,6244.55,Two year,Fiber optic,Credit card,1,No,No,0,Yes,Yes,No
C1412,43,66.67,2885.66,Month-to-month,No,Credit card,2,No,Yes,0,No,Yes,No
C3518,47,93.75,4396.37,Month-to-month,DSL,Electronic check,1,No,No,0,Yes,Yes,No
C1888,39,55.94,2212.61,Two year,DSL,Bank transfer,3,No,No,0,No,No,No
C3702,37,70.64,2648.67,Month-to-month,DSL,Credit card,4,Yes,No,0,No,No,Yes
C3495,59,55.32,3247.91,Two year,Fiber optic,Credit card,2,No,No,0,No,No,Yes
C2621,52,75.46,3967.99,Month-to-month,No,Bank transfer,1,No,No,0,Yes,Yes,No
C1590,33,70.96,2300.88,Month-to-month,DSL,Credit card,0,No,Yes,0,No,Yes,Yes
C3666,27,69.09,1759.41,Month-to-month,Fiber optic,Credit card,1,No,Yes,0,No,Yes,No
C2813,21,73.05,1435.73,Month-to-month,Fiber optic,Electronic check,2,Yes,No,0,Yes,Yes,Yes
C1083,4,30.75,69.3,Month-to-month,No,Credit card,1,No,Yes,0,No,No,Yes
C2796,62,92.41,5780.48,Month-to-month,Fiber optic,Electronic check,0,No,No,0,No,Yes,Yes
C3838,23,47.99,1042.3,Two year,Fiber optic,Credit card,2,Yes,No,0,No,Yes,No
C3147,35,79.39,2738.11,Two year,No,Electronic check,1,Yes,No,0,Yes,No,No
C1692,56,31.95,1795.97,One year,Fiber optic,Electronic check,2,Yes,No,1,Yes,Yes,No
C1695,50,56.88,2860.67,One year,DSL,Credit card,2,No,Yes,0,Yes,No,No
C2598,27,74.71,2028.46,Month-to-month,No,Electronic check,1,No,Yes,0,Yes,Yes,No
C1400,42,56.42,2393.05,One year,DSL,Credit card,1,Yes,Yes,0,Yes,Yes,No
C2218,64,67.29,4326.29,Two year,Fiber optic,Credit card,0,No,No,0,No,Yes,No
C3847,24,83.21,1957.99,One year,Fiber optic,Credit card,1,Yes,Yes,0,No,No,Yes
C1613,12,99.34,1158.65,Month-to-month,No,Electronic check,1,Yes,Yes,0,No,Yes,No
C3258,67,30.21,1968.67,One year,No,Credit card,1,No,No,0,Yes,Yes,No
C3194,44,42.82,1847.08,Two year,Fiber optic,Credit card,4,No,No,0,No,Yes,Yes
C3714,24,77.09,1850.0,Two year,Fiber optic,Credit card,0,No,No,0,No,Yes,Yes
C3870,48,68.16,3279.78,Two year,Fiber optic,Mailed check,4,No,No,0,No,Yes,No
C2654,59,55.25,3327.53,Month-to-month,Fiber optic,Credit card,2,No,Yes,0,No,No,Yes
C1245,16,60.74,990.85,One year,Fiber optic,Bank transfer,0,No,Yes,0,No,Yes,No
C1222,6,52.2,412.01,Month-to-month,Fiber optic,Credit card,1,Yes,Yes,0,Yes,No,Yes
C1611,48,103.66,4913.49,Two year,DSL,Credit card,2,No,Yes,0,No,No,No
C2879,20,93.06,1821.74,Month-to-month,Fiber optic,Bank transfer,2,Yes,Yes,0,Yes,No,No
C1374,6,40.02,266.61,Month-to-month,No,Bank transfer,0,Yes,Yes,0,No,Yes,Yes
C1763,59,59.77,3501.46,Two year,Fiber optic,Mailed check,3,No,No,0,Yes,No,No
C2070,17,85.95,1566.1,Month-to-month,DSL,Bank transfer,1,Yes,No,1,Yes,Yes,No
C1697,11,69.5,694.94,Month-to-month,No,Mailed check,3,Yes,No,0,No,No,Yes
C2155,66,59.95,3999.24,One year,DSL,Credit card,1,No,No,0,Yes,Yes,No
C1741,4,68.57,215.74,One year,DSL,Electronic check,0,No,Yes,1,No,Yes,No
C1991,31,63.93,2064.5,One year,No,Credit card,1,Yes,Yes,0,Yes,No,No
C2659,38,71.01,2678.46,Month-to-month,Fiber optic,Credit card,1,Yes,No,0,No,Yes,No
C3214,65,105.45,6824.73,Month-to-month,Fiber optic,Credit card,2,Yes,No,1,No,No,Yes
C2132,32,40.81,1289.38,Month-to-month,No,Mailed check,1,No,Yes,0,Yes,Yes,No
C1749,37,43.04,1656.63,Two year,Fiber optic,Mailed check,1,Yes,Yes,1,No,No,No
C3145,39,86.81,3433.18,One year,Fiber optic,Mailed check,0,No,No,0,Yes,No,Yes
C3842,33,59.04,2022.5,Month-to-month,No,Credit card,1,Yes,No,0,No,Yes,No
C2802,1,87.76,82.77,One year,DSL,Bank transfer,1,No,No,0,No,Yes,No
C3176,22,73.3,1616.42,Month-to-month,Fiber optic,Bank transfer,1,No,Yes,1,No,Yes,No
C3552,51,64.68,3316.07,Two year,Fiber optic,Mailed check,1,No,No,0,Yes,Yes,No
C1808,9,100.34,966.54,Month-to-month,DSL,Credit card,1,No,No,0,Yes,No,No
C2234,20,108.04,2141.41,Month-to-month,DSL,Credit card,2,No,No,0,No,No,No
C3173,17,62.28,1070.45,Month-to-month,Fiber optic,Bank transfer,2,Yes,No,0,Yes,Yes,No
C2732,60,63.75,3809.63,Month-to-month,No,Mailed check,1,Yes,No,0,Yes,No,No
C3377,45,76.41,3352.99,One year,DSL,Mailed check,2,No,No,1,Yes,No,No
C1908,34,49.0,1736.67,One year,No,Credit card,2,No,No,0,No,No,Yes
C1838,31,67.23,2114.24,Month-to-month,DSL,Mailed check,0,Yes,Yes,1,Yes,No,Yes
C1605,45,60.51,2734.49,Month-to-month,DSL,Bank transfer,0,No,No,0,Yes,Yes,Yes
C1490,9,33.24,306.53,Month-to-month,DSL,Credit card,0,Yes,No,0,No,Yes,Yes
C1289,68,42.47,2927.85,Two year,DSL,Electronic check,0,Yes,No,1,Yes,Yes,No
C1464,45,67.91,3087.01,Month-to-month,Fiber optic,Electronic check,2,No,No,1,Yes,Yes,Yes
C2453,44,67.69,2932.3,One year,Fiber optic,Electronic check,3,Yes,No,0,No,Yes,No
C1566,5,66.5,304.42,One year,DSL,Electronic check,1,Yes,No,0,No,Yes,Yes
C3610,44,80.98,3533.18,One year,DSL,Electronic check,2,No,No,0,Yes,No,No
C3007,9,101.03,792.79,Month-to-month,DSL,Electronic check,1,No,Yes,0,No,Yes,Yes
C3644,46,59.61,2757.44,One year,DSL,Bank transfer,1,No,No,0,Yes,Yes,Yes
C3143,20,32.44,627.11,Month-to-month,DSL,Electronic check,1,No,Yes,0,Yes,Yes,Yes
C2769,63,69.83,4380.16,Two year,DSL,Bank transfer,1,Yes,No,0,No,Yes,No
C2344,4,67.94,262.91,Two year,DSL,Bank transfer,1,Yes,No,0,No,Yes,No
C3539,30,56.28,1740.1,Month-to-month,Fiber optic,Mailed check,4,No,No,0,Yes,No,Yes
C3924,45,100.27,4596.42,Two year,DSL,Bank transfer,1,Yes,Yes,0,No,Yes,No
C2645,14,30.17,493.56,Two year,Fiber optic,Electronic check,1,No,No,0,Yes,Yes,No
C3371,35,59.79,2106.79,Two year,No,Bank transfer,1,No,No,1,No,No,No
C2171,42,47.29,1892.12,Two year,DSL,Credit card,2,No,No,0,Yes,No,No
C3382,2,58.9,169.41,Two year,Fiber optic,Mailed check,1,Yes,Yes,0,Yes,Yes,Yes
C3003,52,77.52,4027.3,Month-to-month,No,Credit card,2,Yes,No,0,Yes,Yes,No
C3140,47,74.78,3471.49,Two year,Fiber optic,Bank transfer,0,Yes,Yes,0,No,Yes,No
C3246,38,80.03,3047.57,Month-to-month,Fiber optic,Electronic check,2,No,No,1,Yes,No,Yes
C3341,20,47.09,948.32,Month-to-month,Fiber optic,Bank transfer,2,Yes,No,0,Yes,Yes,No
C2457,21,55.94,1220.63,Month-to-month,DSL,Mailed check,3,No,No,0,Yes,No,Yes
C2293,55,51.82,2845.84,Month-to-month,Fiber optic,Credit card,1,No,No,0,No,Yes,Yes
C2036,34,72.87,2478.62,Month-to-month,DSL,Mailed check,1,No,No,1,Yes,No,Yes
C2999,24,85.09,2026.2,Month-to-month,No,Bank transfer,0,No,No,0,No,No,Yes
C1730,70,61.2,4295.51,Two year,DSL,Mailed check,0,Yes,Yes,0,Yes,Yes,No
C3741,16,65.16,1052.73,One year,DSL,Bank transfer,1,No,No,0,No,Yes,No
C1554,66,70.43,4605.51,One year,DSL,Bank transfer,1,No,No,0,No,Yes,Yes
C3938,62,65.95,4138.68,Two year,DSL,Bank transfer,1,Yes,Yes,0,Yes,Yes,No
C1637,39,31.68,1267.64,Month-to-month,DSL,Bank transfer,1,No,No,0,Yes,No,No
C3627,66,64.18,4224.91,Two year,DSL,Credit card,0,Yes,Yes,0,Yes,No,No
C2547,58,67.65,3890.92,Two year,Fiber optic,Mailed check,0,No,No,0,Yes,Yes,No
C3047,50,68.24,3423.57,Month-to-month,Fiber optic,Bank transfer,2,Yes,No,0,No,Yes,No
C3073,13,58.5,692.84,One year,DSL,Bank transfer,2,No,No,1,Yes,Yes,No
C2404,9,22.62,139.79,Two year,DSL,Mailed check,0,No,No,1,Yes,Yes,No
C3893,12,61.27,712.31,Month-to-month,DSL,Mailed check,1,Yes,No,0,No,Yes,No
C1932,38,80.91,3006.96,Month-to-month,DSL,Credit card,1,No,Yes,0,No,Yes,No
C2097,2,42.13,96.15,Month-to-month,DSL,Electronic check,0,Yes,Yes,0,Yes,No,Yes
C2529,60,81.7,5009.29,Month-to-month,Fiber optic,Mailed check,0,No,No,0,No,No,No
C3160,53,75.47,4065.35,Month-to-month,Fiber optic,Bank transfer,1,No,No,0,Yes,No,No
C3591,59,78.51,4641.97,One year,DSL,Electronic check,1,No,No,1,No,Yes,Yes
C3087,50,72.2,,Month-to-month,Fiber optic,Bank transfer,1,No,No,0,No,No,No
C3846,60,96.28,5766.62,Two year,No,Mailed check,2,Yes,Yes,0,No,Yes,No
C3299,62,28.16,1754.22,Month-to-month,Fiber optic,Mailed check,2,No,No,0,No,No,No
C1081,51,55.24,2875.9,Two year,Fiber optic,Mailed check,1,No,No,1,No,No,Yes
C3115,62,80.78,5027.67,Month-to-month,Fiber optic,Credit card,0,Yes,No,0,Yes,No,No
C3054,71,45.2,3227.88,Month-to-month,No,Electronic check,0,No,Yes,0,Yes,Yes,No
C1649,60,93.66,5495.54,Two year,Fiber optic,Mailed check,0,No,No,0,Yes,Yes,No
C3819,6,79.0,485.68,Two year,Fiber optic,Credit card,1,No,No,0,Yes,No,Yes
C1493,68,69.27,4696.84,Month-to-month,Fiber optic,Credit card,1,No,No,0,No,No,Yes
C1899,21,73.01,1493.99,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,0,Yes,No,No
C2670,44,68.28,3016.91,One year,Fiber optic,Credit card,2,No,No,0,Yes,No,No
C1106,6,58.06,287.55,Month-to-month,Fiber optic,Mailed check,2,Yes,Yes,0,Yes,Yes,Yes
C2821,13,39.33,533.67,One year,No,Electronic check,0,Yes,No,0,No,No,No
C3506,26,73.18,1932.34,Two year,DSL,Electronic check,0,Yes,Yes,0,Yes,Yes,No
C2674,39,76.73,3033.41,Month-to-month,No,Credit card,1,No,No,0,Yes,Yes,No
C1885,55,52.3,2851.16,Two year,No,Mailed check,4,Yes,No,0,Yes,Yes,No
C3804,34,50.91,1766.1,Month-to-month,DSL,Credit card,0,Yes,Yes,0,Yes,Yes,No
C2460,15,71.11,1065.88,One year,DSL,Credit card,1,Yes,Yes,0,No,Yes,No
C3562,40,58.17,2295.04,Month-to-month,DSL,Electronic check,1,Yes,Yes,0,Yes,No,Yes
C2303,71,80.98,5783.55,Two year,Fiber optic,Credit card,2,No,No,1,No,No,Yes
C2493,44,59.92,2561.45,One year,Fiber optic,Electronic check,1,No,No,0,Yes,No,No
C3375,22,57.63,1266.85,Month-to-month,DSL,Credit card,0,No,No,0,No,No,No
C3418,21,61.04,1321.64,One year,Fiber optic,Bank transfer,2,No,No,1,Yes,Yes,Yes
C3563,59,53.85,3138.47,Month-to-month,Fiber optic,Bank transfer,1,No,No,0,Yes,Yes,No
C3215,30,70.32,2100.57,One year,Fiber optic,Credit card,2,No,No,0,Yes,Yes,No
C1168,47,99.73,4622.32,Month-to-month,Fiber optic,Bank transfer,2,Yes,Yes,1,No,Yes,No
C3072,23,66.23,1625.91,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,0,No,Yes,Yes
C1058,32,83.17,2646.05,Two year,Fiber optic,Bank transfer,3,No,No,1,Yes,Yes,No
C1463,38,71.31,2696.85,Month-to-month,DSL,Credit card,1,No,No,0,No,Yes,No
C1256,12,65.2,788.69,One year,Fiber optic,Credit card,2,No,No,0,Yes,Yes,Yes
C2156,36,62.28,2343.64,Month-to-month,Fiber optic,Mailed check,2,No,Yes,1,No,No,No
C1966,50,66.97,3296.78,Month-to-month,Fiber optic,Credit card,1,No,No,0,Yes,No,Yes
C1341,42,61.95,2553.99,Month-to-month,DSL,Electronic check,3,Yes,No,1,No,No,Yes
C2369,19,48.07,973.22,Month-to-month,DSL,Mailed check,0,Yes,Yes,0,No,Yes,Yes
C1981,32,34.3,1111.35,Two year,Fiber optic,Mailed check,0,No,No,0,Yes,Yes,No
C3837,4,83.58,364.44,Two year,Fiber optic,Electronic check,2,Yes,No,1,Yes,No,No
C2543,48,60.58,2871.12,Month-to-month,DSL,Electronic check,0,No,Yes,0,No,No,No
C1290,42,91.43,3792.82,Month-to-month,Fiber optic,Bank transfer,3,No,No,0,Yes,Yes,Yes
C2975,48,55.49,2617.73,One year,DSL,Credit card,1,No,No,0,No,Yes,No
C2503,44,53.37,2335.72,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,0,No,No,Yes
C2610,47,78.85,3771.43,Two year,Fiber optic,Credit card,1,No,No,1,No,Yes,No
C2026,9,63.08,573.32,Month-to-month,Fiber optic,Mailed check,0,No,No,1,No,No,Yes
C3286,68,85.57,5879.5,Month-to-month,DSL,Credit card,1,Yes,Yes,0,Yes,Yes,Yes
C2379,2,41.43,144.43,Month-to-month,Fiber optic,Electronic check,0,No,No,0,Yes,Yes,Yes
C1588,45,29.99,1281.54,One year,DSL,Mailed check,3,Yes,No,0,No,No,No
C1028,65,80.35,,Month-to-month,Fiber optic,Credit card,2,No,Yes,1,No,Yes,Yes
C1406,46,88.84,4072.6,Month-to-month,Fiber optic,Electronic check,2,Yes,No,0,Yes,No,Yes
C2165,5,79.5,460.96,Month-to-month,DSL,Mailed check,4,Yes,No,0,No,No,No
C1600,2,50.13,140.89,Month-to-month,DSL,Credit card,0,Yes,Yes,0,Yes,No,Yes
C3085,52,66.27,3544.83,Two year,Fiber optic,Mailed check,4,Yes,No,1,Yes,Yes,No
C2233,4,67.51,301.59,Month-to-month,DSL,Mailed check,2,No,No,0,No,Yes,Yes
C3106,54,80.2,4301.28,One year,DSL,Bank transfer,2,Yes,No,0,No,Yes,No
C2775,15,67.08,1034.54,Month-to-month,No,Mailed check,1,No,Yes,0,Yes,Yes,Yes
C3144,51,66.51,3412.57,Month-to-month,DSL,Electronic check,2,No,No,1,No,Yes,No
C1581,46,40.12,1877.74,Month-to-month,Fiber optic,Electronic check,1,Yes,No,0,Yes,Yes,Yes
C1393,18,50.04,,Month-to-month,DSL,Electronic check,1,Yes,Yes,0,No,No,No
C1709,42,60.72,2565.05,Two year,Fiber optic,Electronic check,1,No,Yes,0,No,No,No
C3002,33,21.06,779.54,One year,DSL,Mailed check,1,No,No,0,Yes,No,No
C1765,26,29.46,783.61,Month-to-month,Fiber optic,Electronic check,1,No,Yes,0,No,Yes,Yes
C2028,4,46.9,209.92,One year,No,Bank transfer,2,No,No,1,Yes,No,No
C1631,9,54.2,471.39,Month-to-month,No,Bank transfer,0,Yes,No,0,No,No,Yes
C3398,67,59.26,3975.4,Two year,DSL,Electronic check,1,No,Yes,0,No,Yes,No
C1688,22,64.39,1397.29,Month-to-month,No,Credit card,2,No,Yes,0,Yes,No,No
C2905,45,50.1,2268.11,Month-to-month,DSL,Bank transfer,0,No,No,0,No,Yes,No
C3835,13,34.86,447.68,Month-to-month,Fiber optic,Bank transfer,1,No,No,0,No,No,Yes
C2885,26,90.31,2252.27,Month-to-month,DSL,Electronic check,2,No,Yes,1,Yes,No,Yes
C1378,38,55.84,2175.3,Two year,Fiber optic,Electronic check,1,No,No,0,Yes,Yes,No
C3261,5,32.53,234.63,One year,Fiber optic,Mailed check,3,Yes,No,1,No,Yes,No
C3606,34,102.78,3571.55,Two year,No,Mailed check,0,Yes,No,0,Yes,No,No
C1112,22,27.22,603.72,Two year,DSL,Electronic check,1,No,Yes,0,No,Yes,No
C2380,69,90.31,6231.91,Month-to-month,No,Mailed check,1,Yes,No,0,Yes,No,Yes
C2169,26,58.3,1542.53,Month-to-month,Fiber optic,Mailed check,0,No,No,0,Yes,Yes,Yes
C1856,54,72.12,3920.49,Month-to-month,Fiber optic,Electronic check,2,Yes,No,0,No,No,No
C2897,53,52.23,2729.82,Two year,Fiber optic,Credit card,4,No,No,0,Yes,Yes,Yes
C1300,60,69.46,4141.38,Month-to-month,DSL,Mailed check,1,Yes,Yes,0,Yes,No,No
C2522,49,52.68,2520.83,Month-to-month,Fiber optic,Electronic check,0,Yes,No,0,Yes,No,Yes
C3196,7,35.69,240.0,Two year,Fiber optic,Mailed check,0,Yes,No,0,Yes,No,No
C3192,31,60.42,1827.32,Two year,DSL,Electronic check,1,Yes,No,0,No,Yes,No
C2455,14,89.05,1205.25,One year,DSL,Credit card,0,No,No,0,Yes,Yes,Yes
C2620,58,63.47,3714.9,Month-to-month,No,Credit card,1,Yes,Yes,0,Yes,No,No
C3314,68,68.08,4688.66,One year,No,Credit card,1,Yes,No,0,No,No,No
C3775,5,74.29,409.7,Month-to-month,DSL,Credit card,0,Yes,No,0,Yes,Yes,No
C1883,48,60.24,2969.33,Month-to-month,Fiber optic,Mailed check,1,No,No,0,Yes,Yes,No
C2041,6,70.76,367.89,One year,DSL,Mailed check,3,No,Yes,1,No,Yes,No
C3185,22,53.16,1142.77,One year,Fiber optic,Electronic check,1,No,Yes,1,Yes,No,Yes
C2437,52,93.22,4738.86,One year,No,Credit card,1,Yes,Yes,0,Yes,Yes,No
C2572,46,90.65,4224.41,Month-to-month,DSL,Electronic check,1,Yes,No,0,No,Yes,No
C3367,8,62.6,488.9,One year,DSL,Bank transfer,0,No,Yes,0,Yes,Yes,Yes
C1456,56,100.23,5592.5,Month-to-month,DSL,Bank transfer,4,No,No,0,Yes,Yes,Yes
C3135,26,63.9,1652.44,Month-to-month,No,Mailed check,1,Yes,No,1,Yes,No,Yes
C2818,65,88.69,5766.34,One year,Fiber optic,Electronic check,0,No,No,0,No,No,Yes
C3826,65,45.37,2937.17,Two year,No,Electronic check,5,No,Yes,0,Yes,No,No
C3692,12,73.35,958.42,Two year,Fiber optic,Bank transfer,1,No,Yes,0,Yes,Yes,No
C2038,20,45.27,801.31,One year,Fiber optic,Mailed check,1,No,No,0,No,Yes,Yes
C1573,44,61.29,2697.54,Two year,No,Credit card,2,No,No,0,Yes,Yes,No
C2648,31,49.44,1511.4,Month-to-month,DSL,Electronic check,2,No,No,0,No,Yes,Yes
C1892,15,80.13,1249.11,Two year,DSL,Mailed check,1,Yes,Yes,0,No,Yes,No
C1671,46,84.08,3844.67,Month-to-month,DSL,Bank transfer,1,No,No,0,Yes,Yes,No
C1215,57,65.87,3707.95,Month-to-month,No,Mailed check,2,No,No,0,Yes,Yes,No
C1128,17,69.09,1212.96,Two year,DSL,Bank transfer,4,No,Yes,0,Yes,Yes,No
C2771,54,69.32,3771.87,Month-to-month,No,Bank transfer,1,No,No,1,Yes,Yes,Yes
C1027,62,55.2,3383.54,Month-to-month,No,Credit card,1,No,Yes,0,No,Yes,No
C1528,59,25.83,1579.56,One year,Fiber optic,Credit card,1,No,No,0,Yes,Yes,Yes
C1195,34,56.56,2020.89,Month-to-month,Fiber optic,Electronic check,3,No,No,0,Yes,No,Yes
C3680,55,57.42,3149.1,Month-to-month,Fiber optic,Electronic check,3,No,No,0,No,Yes,Yes
C1792,25,78.94,1956.8,Month-to-month,Fiber optic,Credit card,0,Yes,No,0,Yes,No,Yes
C3663,15,61.13,913.26,One year,No,Electronic check,0,No,No,0,No,Yes,No
C1852,46,38.0,1757.32,Month-to-month,No,Bank transfer,1,No,Yes,0,No,No,Yes
C3742,66,36.97,2466.78,Month-to-month,DSL,Bank transfer,1,Yes,No,0,Yes,Yes,Yes
C2730,53,78.73,4115.13,One year,Fiber optic,Electronic check,1,No,No,1,No,Yes,Yes
C2698,58,50.43,2856.12,Two year,Fiber optic,Mailed check,1,No,No,0,No,Yes,No
C3546,71,50.26,3570.96,Month-to-month,Fiber optic,Mailed check,0,Yes,No,0,No,No,Yes
C1568,50,55.84,2782.6,Two year,No,Credit card,1,No,No,0,Yes,Yes,No
C1170,49,58.2,2878.45,Month-to-month,Fiber optic,Mailed check,1,Yes,No,0,No,No,Yes
C2020,50,76.25,3834.61,One year,No,Mailed check,1,No,Yes,0,Yes,Yes,No
C2993,7,84.25,565.13,One year,DSL,Mailed check,0,No,No,0,Yes,Yes,No
C1108,55,58.06,3127.6,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,0,Yes,Yes,No
C2072,51,69.25,3497.68,Month-to-month,No,Electronic check,0,No,Yes,0,No,No,Yes
C1737,41,63.09,2557.75,One year,No,Electronic check,0,No,Yes,0,Yes,Yes,No
C3958,6,80.59,582.36,Two year,DSL,Electronic check,3,No,No,0,Yes,No,No
C3970,34,56.31,1923.69,Month-to-month,DSL,Credit card,1,No,Yes,0,No,Yes,Yes
C3482,68,82.56,5503.01,Month-to-month,DSL,Mailed check,0,No,No,0,Yes,Yes,No
C1221,6,83.06,532.65,Month-to-month,Fiber optic,Mailed check,1,Yes,No,0,No,Yes,No
C2577,41,61.14,2524.26,Two year,Fiber optic,Electronic check,3,No,Yes,0,Yes,No,No
C2548,71,62.29,4411.63,One year,Fiber optic,Mailed check,0,Yes,No,0,No,Yes,No
C2669,12,60.89,741.16,Month-to-month,Fiber optic,Electronic check,1,No,No,0,No,No,No
C1204,57,72.32,4049.31,One year,No,Credit card,1,No,Yes,0,No,No,No
C1460,64,74.65,4714.8,Month-to-month,Fiber optic,Mailed check,2,No,No,0,Yes,No,Yes
C1820,49,115.84,5644.07,Month-to-month,DSL,Credit card,2,No,Yes,0,Yes,Yes,Yes
C1488,53,72.79,3904.83,Two year,Fiber optic,Mailed check,1,No,Yes,0,No,Yes,No
C3687,51,67.18,3517.7,Month-to-month,Fiber optic,Mailed check,4,No,No,0,Yes,Yes,Yes
C1179,70,92.5,6384.94,Month-to-month,DSL,Mailed check,1,Yes,No,1,Yes,No,No
C2516,25,65.66,1648.04,Two year,DSL,Credit card,0,No,Yes,0,No,Yes,No
C3580,17,79.05,1261.75,Month-to-month,DSL,Mailed check,2,No,No,0,No,Yes,Yes
C2410,9,67.06,672.92,One year,Fiber optic,Mailed check,2,Yes,Yes,0,Yes,No,No
C2615,63,93.76,5897.91,Two year,DSL,Credit card,1,No,No,1,Yes,Yes,No
C1482,1,92.95,172.04,Month-to-month,DSL,Electronic check,1,No,No,1,Yes,Yes,Yes
C3788,27,54.13,1425.68,One year,Fiber optic,Electronic check,1,Yes,Yes,0,No,No,No
C2882,5,68.64,364.82,Month-to-month,DSL,Bank transfer,2,No,No,1,Yes,No,Yes
C1149,34,74.33,2521.58,Two year,DSL,Mailed check,3,No,No,0,No,Yes,Yes
C1967,67,57.92,3915.73,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,0,No,Yes,Yes
C3543,25,72.28,1877.37,Two year,DSL,Credit card,2,Yes,No,1,No,Yes,No
C2673,31,59.73,1859.63,Month-to-month,DSL,Bank transfer,2,No,No,0,Yes,Yes,No
C1486,54,26.48,1401.4,Month-to-month,Fiber optic,Mailed check,2,No,Yes,1,No,No,Yes
C1640,32,54.65,1776.17,Month-to-month,Fiber optic,Electronic check,0,No,No,0,No,Yes,Yes
C1298,37,64.63,2342.54,Month-to-month,No,Electronic check,2,Yes,No,0,Yes,No,Yes
C1750,64,58.81,3782.54,Month-to-month,Fiber optic,Bank transfer,2,Yes,No,0,Yes,Yes,No
C2635,20,75.89,1518.58,One year,Fiber optic,Electronic check,0,No,Yes,0,Yes,No,No
C3251,6,67.66,461.56,One year,Fiber optic,Bank transfer,2,No,Yes,0,Yes,Yes,No
C1373,44,93.91,4070.39,Month-to-month,Fiber optic,Mailed check,2,No,No,0,No,Yes,No
C3499,20,82.97,1732.78,One year,DSL,Credit card,0,No,Yes,0,Yes,Yes,No
C2373,3,80.23,251.07,Month-to-month,Fiber optic,Electronic check,2,Yes,No,0,Yes,No,Yes
C2322,18,15.0,195.83,Two year,Fiber optic,Bank transfer,0,No,Yes,0,No,Yes,No
C1507,28,62.21,1835.46,One year,Fiber optic,Mailed check,0,No,No,0,No,No,No
C1764,32,84.64,2685.81,Two year,No,Bank transfer,3,Yes,Yes,0,No,No,No
C1425,58,82.52,4780.21,One year,DSL,Credit card,0,No,No,0,No,No,Yes
C3466,15,26.1,424.88,Month-to-month,Fiber optic,Mailed check,1,No,Yes,0,No,Yes,Yes
C3158,45,49.81,2184.22,One year,DSL,Credit card,2,Yes,No,0,No,No,No
C2722,11,64.98,709.96,Two year,Fiber optic,Credit card,2,Yes,No,1,No,No,No
C2120,9,57.21,540.81,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,0,No,No,Yes
C1686,64,47.49,2976.77,One year,Fiber optic,Credit card,2,No,No,1,No,No,No
C2115,33,62.74,2077.56,Two year,Fiber optic,Electronic check,0,Yes,No,0,Yes,Yes,No
C3656,44,64.68,2868.98,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,Yes,Yes,Yes
C3584,51,90.47,4565.78,One year,No,Bank transfer,3,No,Yes,0,No,No,No
C1901,66,51.82,3371.06,Month-to-month,Fiber optic,Mailed check,2,No,No,0,No,No,Yes
C1031,39,59.96,2329.23,Month-to-month,DSL,Bank transfer,1,No,No,1,No,No,Yes
C3031,48,69.58,3381.08,One year,Fiber optic,Mailed check,1,No,Yes,0,No,Yes,Yes
C2511,51,49.75,2539.12,Month-to-month,DSL,Electronic check,2,No,No,0,Yes,Yes,No
C3654,52,58.2,3017.77,Month-to-month,Fiber optic,Mailed check,4,Yes,Yes,1,Yes,Yes,Yes
C2790,41,81.79,3410.64,One year,Fiber optic,Bank transfer,0,Yes,No,0,No,No,No
C3530,7,55.81,436.3,Month-to-month,Fiber optic,Electronic check,2,Yes,Yes,0,Yes,Yes,No
C3494,20,66.83,1339.28,Month-to-month,No,Bank transfer,0,No,Yes,1,No,Yes,No
C1264,51,27.8,1379.65,Month-to-month,DSL,Electronic check,1,No,Yes,0,Yes,Yes,Yes
C1239,63,67.02,4372.31,One year,DSL,Bank transfer,2,Yes,No,0,Yes,No,No
